N,Должность,Язык.программирования,Специализация,Общий.опыт.работы,Опыт.работы.на.текущем.месте,Зарплата.в.месяц,Изменение.зарплаты.за.12.месяцев,Город,Размер.компании,Тип.компании,Пол,Возраст,Образование,Университет,Еще.студент,Уровень.английского,Предметная.область,Дата.заполнения,User.Agent,exp,current_job_exp,salary,Валюта,cls,avg,avg_by_Должность
2101,Senior Software Engineer,Java,,5,5,2500,300,Другой,до 50 человек,Аутсорсинговая,мужской,27,Высшее,ДонНУ,False,ниже среднего,Android,13/06/2017 10:02:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",5.0,5.0,2500,,DEV,1883.371034198599,3243.2009259259257
2104,Junior Software Engineer,JavaScript,,меньше 3 месяцев,меньше 3 месяцев,500,0,Киев,свыше 1000 человек,Аутсорсинговая,мужской,26,Высшее,ГУТ,False,ниже среднего,iOS,13/06/2017 10:05:50,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.0,0.0,500,,DEV,1883.371034198599,605.65859375
2105,Junior Software Engineer,JavaScript,,1.5,1.5,400,0,Киев,до 10 человек,Стартап,мужской,23,Высшее,КНУТД,False,средний,Веб-разработка,13/06/2017 10:05:57,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,400,,DEV,1883.371034198599,605.65859375
2107,Junior Software Engineer,PHP,,1,0.5,500,200,Харьков,свыше 1000 человек,Аутстаффинговая,мужской,22,Высшее,ХНУРЭ,False,средний,"Веб-разработка,eCommerce",13/06/2017 10:08:16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/58.0.3029.110 Chrome/58.0.3029.110 Safari/537.36",1.0,0.5,500,,DEV,1883.371034198599,605.65859375
2109,Junior Software Engineer,Java,,1,меньше 3 месяцев,450,0,Киев,свыше 1000 человек,Продуктовая,мужской,22,Высшее,НТУУ «КПИ»,True,ниже среднего,"Телекоммуникации,Корпоративные системы",13/06/2017 10:10:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.0,450,,DEV,1883.371034198599,605.65859375
2110,Software Engineer,C#/.NET,,1.5,1.5,1000,200,Удаленно,до 200 человек,Аутсорсинговая,мужской,23,Высшее,ХНУРЭ,False,элементарный,"Финансы и банки,Другое",13/06/2017 10:10:49,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.5,1000,,DEV,1883.371034198599,1678.630073800738
2111,Junior Software Engineer,Java,,1,0.5,450,100,Харьков,до 50 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,ХНУРЭ,True,средний,Веб-разработка,13/06/2017 10:11:50,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.5,450,,DEV,1883.371034198599,605.65859375
2112,Software Engineer,JavaScript,,3,1,2500,230,Киев,до 50 человек,Стартап,мужской,25,Высшее,НТУУ «КПИ»,False,средний,Веб-разработка,13/06/2017 10:11:55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,2500,,DEV,1883.371034198599,1678.630073800738
2113,Technical Lead,C#/.NET,,10 и более лет,1.5,4700,400,Харьков,до 200 человек,Продуктовая,мужской,34,Высшее,НТУ «ХПИ»,False,средний,"Веб-разработка,eCommerce",13/06/2017 10:12:05,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,1.5,4700,,SDEV,1883.371034198599,3664.272
2114,Junior Software Engineer,Java,,1,1,700,600,Харьков,до 200 человек,Продуктовая,мужской,27,Высшее,ХНЭУ,False,выше среднего,"Веб-разработка,Другое",13/06/2017 10:12:20,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,1.0,700,,DEV,1883.371034198599,605.65859375
2115,Junior Software Engineer,PHP,,1,1,440,0,Киев,до 10 человек,Аутсорсинговая,мужской,30,Высшее,Другой вуз,False,средний,Веб-разработка,13/06/2017 10:13:03,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",1.0,1.0,440,,DEV,1883.371034198599,605.65859375
2116,Software Engineer,C#/.NET,,1.5,1,850,300,Киев,до 50 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,НТУУ «КПИ»,True,выше среднего,Веб-разработка,13/06/2017 10:13:45,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,1.0,850,,DEV,1883.371034198599,1678.630073800738
2117,Software Engineer,Java,,1.5,0.25,1500,1100,Львов,свыше 1000 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,Львовская Политехника,True,средний,Веб-разработка,13/06/2017 10:14:04,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.25,1500,,DEV,1883.371034198599,1678.630073800738
2118,Software Engineer,C#/.NET,,2,1,2000,1000,Львов,до 50 человек,Аутстаффинговая,мужской,30,Кандидат,Другой вуз,False,выше среднего,Веб-разработка,13/06/2017 10:15:19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",2.0,1.0,2000,,DEV,1883.371034198599,1678.630073800738
2119,Software Engineer,Java,,5,0.5,1700,300,Харьков,до 200 человек,Аутстаффинговая,мужской,29,Высшее,НТУ «ХПИ»,False,средний,"Android,Другое",13/06/2017 10:16:45,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,0.5,1700,,DEV,1883.371034198599,1678.630073800738
2122,Software Engineer,Java,,3,1,1800,200,Харьков,до 200 человек,Аутстаффинговая,мужской,28,Высшее,ЗНТУ,False,средний,"Веб-разработка,Корпоративные системы",13/06/2017 10:20:18,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,1800,,DEV,1883.371034198599,1678.630073800738
2125,Junior Software Engineer,Java,,1,1,600,400,Другой,до 10 человек,Аутсорсинговая,мужской,23,Два высших,Львовская Политехника,False,средний,Другое,13/06/2017 10:21:30,"Mozilla/5.0 (Linux; Android 5.1.1; D2305 Build/18.6.A.0.182) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",1.0,1.0,600,,DEV,1883.371034198599,605.65859375
2127,Software Engineer,JavaScript,,4,1,2000,700,Киев,до 1000 человек,Аутстаффинговая,мужской,25,Высшее,НТУУ «КПИ»,False,средний,"Веб-разработка,Gamedev",13/06/2017 10:22:14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,1.0,2000,,DEV,1883.371034198599,1678.630073800738
2128,Senior Software Engineer,JavaScript,,3,меньше 3 месяцев,3000,1500,Киев,до 1000 человек,Аутсорсинговая,мужской,23,Высшее,ДНУ им. Гончара,False,средний,"Веб-разработка,Телекоммуникации",13/06/2017 10:22:21,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36",3.0,0.0,3000,,DEV,1883.371034198599,3243.2009259259257
2130,Software Engineer,PHP,,3,1,2400,800,Одесса,до 1000 человек,Продуктовая,мужской,21,Незаконченное высшее,ДонНТУ,False,средний,"Веб-разработка,Корпоративные системы",13/06/2017 10:22:55,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",3.0,1.0,2400,,DEV,1883.371034198599,1678.630073800738
2131,Software Engineer,PHP,,1,1,450,250,Винница,до 10 человек,Стартап,мужской,26,Высшее,ВНТУ,False,средний,"Веб-разработка,eCommerce",13/06/2017 10:23:46,"Mozilla/5.0 (Linux; Android 4.4.2; Lenovo A328 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.122 Mobile Safari/537.36",1.0,1.0,450,,DEV,1883.371034198599,1678.630073800738
2132,Software Engineer,Java,,3,3,1500,500,Харьков,до 200 человек,Аутсорсинговая,мужской,27,Высшее,Другой вуз,False,выше среднего,Android,13/06/2017 10:24:39,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,3.0,1500,,DEV,1883.371034198599,1678.630073800738
2134,Junior Software Engineer,Python,,0.5,0.5,100,0,Запорожье,до 50 человек,Аутсорсинговая,мужской,32,Высшее,ЗНТУ,False,средний,Веб-разработка,13/06/2017 10:25:39,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,0.5,0.5,100,,DEV,1883.371034198599,605.65859375
2135,Software Engineer,Delphi,,4,3,750,135,Черновцы,до 200 человек,Аутсорсинговая,мужской,25,Высшее,Другой вуз,False,средний,"Desktop Applications,Финансы и банки",13/06/2017 10:25:55,"Mozilla/5.0 (Linux; Android 6.0.1; Redmi 4 Prime Build/MOB31T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",4.0,3.0,750,,DEV,1883.371034198599,1678.630073800738
2136,Senior Software Engineer,Java,,5,меньше 3 месяцев,3500,1900,Киев,до 10 человек,Продуктовая,мужской,28,Высшее,ВНТУ,False,выше среднего,"Веб-разработка,Другое",13/06/2017 10:27:59,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",5.0,0.0,3500,,DEV,1883.371034198599,3243.2009259259257
2138,Software Engineer,Objective-C,,3,0.5,1700,600,Львов,до 50 человек,Аутсорсинговая,мужской,24,Высшее,ЛНУ им. Франко,False,выше среднего,iOS,13/06/2017 10:28:35,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.5,1700,,DEV,1883.371034198599,1678.630073800738
2143,Software Engineer,JavaScript,,2,2,900,0,Киев,до 200 человек,Аутсорсинговая,мужской,23,Высшее,НТУУ «КПИ»,False,средний,"Веб-разработка,Телекоммуникации",13/06/2017 10:30:41,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.96 Safari/537.36",2.0,2.0,900,,DEV,1883.371034198599,1678.630073800738
2144,Senior Software Engineer,JavaScript,,8,8,3000,500,Львов,до 200 человек,Аутсорсинговая,мужской,41,Высшее,Львовская Политехника,False,выше среднего,Веб-разработка,13/06/2017 10:31:40,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",8.0,8.0,3000,,DEV,1883.371034198599,3243.2009259259257
2145,Senior Software Engineer,JavaScript,,4,3,3550,0,Киев,до 1000 человек,Аутстаффинговая,мужской,31,Незаконченное высшее,ХНУРЭ,False,средний,"Веб-разработка,Gamedev",13/06/2017 10:32:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,3.0,3550,,DEV,1883.371034198599,3243.2009259259257
2147,Technical Lead,Java,,10 и более лет,0.5,3300,300,Другой,свыше 1000 человек,Продуктовая,мужской,34,Высшее,Другой вуз,False,продвинутый,"Веб-разработка,Корпоративные системы",13/06/2017 10:33:20,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",10.0,0.5,3300,,SDEV,1883.371034198599,3664.272
2148,Junior Software Engineer,JavaScript,,1.5,меньше 3 месяцев,500,150,Харьков,до 50 человек,Аутсорсинговая,мужской,25,Высшее,ХНУ им. Каразина,False,средний,"Веб-разработка,eCommerce",13/06/2017 10:33:31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.5,0.0,500,,DEV,1883.371034198599,605.65859375
2149,Junior Software Engineer,C#/.NET,,1.5,меньше 3 месяцев,1050,400,Ивано-Франковск,до 10 человек,Стартап,мужской,24,Высшее,Львовская Политехника,False,выше среднего,Веб-разработка,13/06/2017 10:33:31,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.116 Safari/537.36 Edge/15.15063",1.5,0.0,1050,,DEV,1883.371034198599,605.65859375
2151,Senior Software Engineer,PHP,,5,3,2400,0,Киев,до 1000 человек,Аутсорсинговая,мужской,28,Высшее,Другой вуз,False,средний,Веб-разработка,13/06/2017 10:34:57,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.35 Safari/537.36",5.0,3.0,2400,,DEV,1883.371034198599,3243.2009259259257
2152,Senior Software Engineer,Java,,6,4,4200,0,Киев,свыше 1000 человек,Аутстаффинговая,мужской,27,Высшее,Другой вуз,False,средний,Android,13/06/2017 10:35:14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,4.0,4200,,DEV,1883.371034198599,3243.2009259259257
2155,Software Engineer,JavaScript,,2,0.5,2250,350,Киев,до 50 человек,Аутсорсинговая,мужской,24,Высшее,Другой вуз,False,средний,Веб-разработка,13/06/2017 10:36:09,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1",2.0,0.5,2250,,DEV,1883.371034198599,1678.630073800738
2159,Software Engineer,JavaScript,,0.5,0.25,650,-50,Киев,до 1000 человек,Продуктовая,женский,31,Высшее,Другой вуз,False,продвинутый,Телекоммуникации,13/06/2017 10:37:42,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.25,650,,DEV,1883.371034198599,1678.630073800738
2160,Junior Software Engineer,Scala,,0.5,0.5,360,0,Тернополь,до 1000 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,Другой вуз,True,ниже среднего,Другое,13/06/2017 10:38:20,"Mozilla/5.0 (Linux; Android 7.1.2; Nexus 5X Build/N2G47O) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",0.5,0.5,360,,DEV,1883.371034198599,605.65859375
2164,Junior Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,400,0,Киев,до 10 человек,Продуктовая,мужской,20,Незаконченное высшее,НТУУ «КПИ»,True,выше среднего,Android,13/06/2017 10:41:04,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",0.0,0.0,400,,DEV,1883.371034198599,605.65859375
2166,Senior Software Engineer,Python,,4,1.5,3000,600,Удаленно,до 50 человек,Аутсорсинговая,мужской,28,Высшее,КНУ им. Шевченко,False,средний,"iOS,Веб-разработка",13/06/2017 10:41:12,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",4.0,1.5,3000,,DEV,1883.371034198599,3243.2009259259257
2167,Software Engineer,C++,,10 и более лет,1,2500,500,Одесса,до 50 человек,Продуктовая,мужской,42,Высшее,Другой вуз,False,средний,Телекоммуникации,13/06/2017 10:41:28,Mozilla/5.0 (X11; Linux x86_64; rv:45.0) Gecko/20100101 Firefox/45.0,10.0,1.0,2500,,DEV,1883.371034198599,1678.630073800738
2169,Junior Software Engineer,JavaScript,,9,0.5,800,0,Запорожье,до 50 человек,Аутсорсинговая,мужской,30,Высшее,Другой вуз,False,средний,Веб-разработка,13/06/2017 10:42:11,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,9.0,0.5,800,,DEV,1883.371034198599,605.65859375
2170,Software Engineer,PHP,,4,0.5,1200,0,Удаленно,до 10 человек,Продуктовая,мужской,32,Высшее,СумГУ,False,средний,Веб-разработка,13/06/2017 10:43:34,Mozilla/5.0 (Windows NT 10.0; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0,4.0,0.5,1200,,DEV,1883.371034198599,1678.630073800738
2172,Junior Software Engineer,JavaScript,,0.25,0.25,285,0,Львов,до 1000 человек,Аутсорсинговая,мужской,22,Высшее,Львовская Политехника,True,ниже среднего,Веб-разработка,13/06/2017 10:45:44,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.25,0.25,285,,DEV,1883.371034198599,605.65859375
2174,Software Engineer,1С,,4,3,400,0,Николаев,до 50 человек,Продуктовая,мужской,23,Высшее,НУК,False,средний,Финансы и банки,13/06/2017 10:46:47,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",4.0,3.0,400,,DEV,1883.371034198599,1678.630073800738
2175,Software Engineer,JavaScript,,4,0.5,2000,500,Киев,до 200 человек,Аутсорсинговая,мужской,22,Техникум / Колледж,,False,выше среднего,Веб-разработка,13/06/2017 10:47:25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_4) AppleWebKit/603.1.30 (KHTML, like Gecko) Version/10.1 Safari/603.1.30",4.0,0.5,2000,,DEV,1883.371034198599,1678.630073800738
2178,Software Engineer,PHP,,5,2,1925,300,Киев,до 50 человек,Продуктовая,мужской,30,Высшее,СумГУ,False,средний,Веб-разработка,13/06/2017 10:48:19,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36",5.0,2.0,1925,,DEV,1883.371034198599,1678.630073800738
2180,Software Engineer,JavaScript,,3,1,3500,1500,Львов,до 200 человек,Аутсорсинговая,мужской,26,Высшее,Львовская Политехника,False,средний,Веб-разработка,13/06/2017 10:49:26,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.0,3500,,DEV,1883.371034198599,1678.630073800738
2181,Senior Software Engineer,C#/.NET,,6,1,3000,0,Киев,свыше 1000 человек,Аутсорсинговая,мужской,28,Высшее,НГУ [Днепропетровск],False,выше среднего,"Desktop Applications,Корпоративные системы",13/06/2017 10:51:03,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",6.0,1.0,3000,,DEV,1883.371034198599,3243.2009259259257
2182,Senior Software Engineer,Java,,10 и более лет,2,4500,0,Киев,до 200 человек,Продуктовая,мужской,33,Высшее,Другой вуз,False,средний,"Веб-разработка,Gamedev",13/06/2017 10:51:19,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0,10.0,2.0,4500,,DEV,1883.371034198599,3243.2009259259257
2183,Junior Software Engineer,Delphi,,3,0.25,191,40,Другой,до 10 человек,Другая,мужской,25,Среднее,,False,средний,"Desktop Applications,Другое",13/06/2017 10:51:43,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,0.25,191,,DEV,1883.371034198599,605.65859375
2184,Senior Software Engineer,Ruby/Rails,,4,меньше 3 месяцев,3800,1400,Львов,до 1000 человек,Аутсорсинговая,мужской,25,Высшее,Львовская Политехника,False,выше среднего,Финансы и банки,13/06/2017 10:53:17,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.0,3800,,DEV,1883.371034198599,3243.2009259259257
2185,Software Engineer,Python,,4,1.5,2300,600,Киев,до 10 человек,Стартап,мужской,34,Два высших,НТУУ «КПИ»,False,выше среднего,"Веб-разработка,Системное программирование",13/06/2017 10:54:05,"Mozilla/5.0 (Linux; Android 6.0.1; SM-J710F Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.83 Mobile Safari/537.36",4.0,1.5,2300,,DEV,1883.371034198599,1678.630073800738
2187,Senior Software Engineer,C++,,4,1,2500,1410,Киев,до 200 человек,Аутсорсинговая,мужской,27,Высшее,Другой вуз,False,выше среднего,"Embedded,Системное программирование",13/06/2017 10:54:46,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0,4.0,1.0,2500,,DEV,1883.371034198599,3243.2009259259257
2188,Junior Software Engineer,Python,,1.5,меньше 3 месяцев,650,450,Киев,до 200 человек,Продуктовая,мужской,19,Незаконченное высшее,НТУУ «КПИ»,False,ниже среднего,"Телекоммуникации,Корпоративные системы",13/06/2017 10:55:35,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0,1.5,0.0,650,,DEV,1883.371034198599,605.65859375
2189,Junior Software Engineer,JavaScript,,1,0.5,400,150,Одесса,до 200 человек,Аутсорсинговая,мужской,24,Высшее,Другой вуз,False,средний,Веб-разработка,13/06/2017 10:56:07,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,0.5,400,,DEV,1883.371034198599,605.65859375
2190,Software Engineer,JavaScript,,3,2,800,200,Черкассы,до 200 человек,Аутсорсинговая,женский,23,Высшее,Другой вуз,False,средний,Веб-разработка,13/06/2017 10:56:08,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,2.0,800,,DEV,1883.371034198599,1678.630073800738
2193,Software Engineer,Python,,2,1,2500,0,Киев,свыше 1000 человек,Аутсорсинговая,мужской,20,Незаконченное высшее,НТУУ «КПИ»,True,выше среднего,Веб-разработка,13/06/2017 10:56:57,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",2.0,1.0,2500,,DEV,1883.371034198599,1678.630073800738
2194,Senior Software Engineer,Java,,5,0.25,3800,300,Одесса,до 200 человек,Продуктовая,мужской,25,Высшее,ОНАС,False,продвинутый,Корпоративные системы,13/06/2017 10:57:44,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,0.25,3800,,DEV,1883.371034198599,3243.2009259259257
2195,Senior Software Engineer,C++,,10 и более лет,5,2200,0,Одесса,до 1000 человек,Аутсорсинговая,мужской,34,Кандидат,ОНПУ,False,выше среднего,Embedded,13/06/2017 10:58:01,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.86 Safari/537.36",10.0,5.0,2200,,DEV,1883.371034198599,3243.2009259259257
2196,Software Engineer,PHP,,3,1.5,1400,400,Харьков,до 50 человек,Аутстаффинговая,мужской,25,Высшее,ХНУРЭ,False,ниже среднего,Веб-разработка,13/06/2017 10:58:08,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:53.0) Gecko/20100101 Firefox/53.0,3.0,1.5,1400,,DEV,1883.371034198599,1678.630073800738
2197,Junior Software Engineer,Java,,1,1,750,250,Киев,свыше 1000 человек,Продуктовая,мужской,21,Незаконченное высшее,НТУУ «КПИ»,True,средний,"Телекоммуникации,Корпоративные системы",13/06/2017 10:58:26,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",1.0,1.0,750,,DEV,1883.371034198599,605.65859375
2199,Software Engineer,JavaScript,,2,1.5,1200,200,Киев,до 200 человек,Продуктовая,мужской,22,Незаконченное высшее,НТУУ «КПИ»,False,ниже среднего,"Веб-разработка,eCommerce",13/06/2017 10:59:42,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.81 Safari/537.36",2.0,1.5,1200,,DEV,1883.371034198599,1678.630073800738
2200,Junior Software Engineer,PHP,,0.5,0.5,570,200,Киев,до 10 человек,Продуктовая,мужской,29,Высшее,ДонНТУ,False,средний,Веб-разработка,13/06/2017 11:01:40,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",0.5,0.5,570,,DEV,1883.371034198599,605.65859375
2204,Software Engineer,Objective-C,,3,1.5,2220,400,Днепр,до 1000 человек,Стартап,мужской,24,Высшее,ДНУ им. Гончара,False,средний,iOS,13/06/2017 11:03:41,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.1.1 Safari/603.2.4",3.0,1.5,2220,,DEV,1883.371034198599,1678.630073800738
2205,Senior Software Engineer,Java,,5,0.25,5500,1100,Киев,до 10 человек,Продуктовая,мужской,32,Высшее,ДНУ им. Гончара,False,выше среднего,"Веб-разработка,Мультимедиа",13/06/2017 11:04:21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",5.0,0.25,5500,,DEV,1883.371034198599,3243.2009259259257
2207,Senior Software Engineer,Java,,3,1.5,3300,800,Киев,свыше 1000 человек,Аутсорсинговая,женский,26,Высшее,НТУУ «КПИ»,False,продвинутый,Веб-разработка,13/06/2017 11:05:44,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",3.0,1.5,3300,,DEV,1883.371034198599,3243.2009259259257
2209,Software Engineer,PHP,,4,меньше 3 месяцев,2000,0,Киев,до 1000 человек,Аутсорсинговая,мужской,37,Среднее,,False,средний,"Веб-разработка,eCommerce",13/06/2017 11:06:28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/58.0.3029.110 Safari/537.36",4.0,0.0,2000,,DEV,1883.371034198599,1678.630073800738
